address,city_name,cleanliness,comment_count,distance_tip,district_name,fangdong_house_count,fangdong_id,fangdong_nick_name,fangdong_tags,fangdong_tel,fangwu_src,favorite_count,house_decoration,house_id,house_in,house_jishi,house_mianji,house_out,house_ren_count,house_type,latitude,longitude,name,overall,price,services,source,traffic,unit_infor
刘长山路20号,济南,0.0,0,近大观园/和谐广场商圈,市中区,,4720801,唯爱民宿,商户经营,130DWla5310,https://www.tujia.com/detail/12524499.htm,18,0.0,12524499,14:00后入住,1室0厅 1卫0厨,70㎡,12:00前退房,宜住2人,整套普通公寓,36.63936245368967,116.98859561521756,北欧简约房,0.0,298,0.0,tujia,0.0,距大观园/和谐广场商圈直线2.6公里
馆驿街馆驿街新区,济南,5.0,32,近大明湖/泉城广场/趵突泉,市中区,,179765,泉城热宿,"个人房东,超赞房东,实名验证",155EfZY2600,https://www.tujia.com/detail/4153004.htm,293,5.0,4153004,14:00后入住,2室1厅 1卫1厨,78㎡,12:00前退房,宜住4人,整套普通公寓,36.673781,117.011709,空调房森林系超女，近万达，大明湖,5.0,288,5.0,tujia,4.9,距大明湖/泉城广场/趵突泉直线1.6公里
名泉广场,济南,5.0,7,近火车站,天桥区,,59216,济南米莱民宿（名泉广场火车站店）,"个人房东,超赞房东,实名验证",186BImf6795,https://www.tujia.com/detail/172388.htm,249,5.0,172388,14:00后入住,1室0厅 1卫1厨,55㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.682699,116.990793,北欧风情主题房{日租、月租公寓},5.0,168,5.0,tujia,5.0,距火车站直线478米
欧亚大观(B1座),济南,4.9,17,近大观园/和谐广场商圈,市中区,,2894005,泰春源温馨港湾,"个人房东,超赞房东,实名验证",152ARLU8738,https://www.tujia.com/detail/8525994.htm,60,4.9,8525994,14:00-24:00,1室1厅 1卫0厨,75㎡,12:00前退房,宜住4人,整套Loft复式,36.639378912091665,116.98871499999991,欧亚星海雅苑市中心别墅风格火车站芙蓉街,4.9,258,4.9,tujia,4.9,距大观园/和谐广场商圈直线2.6公里
阳光新路欧亚大观B,济南,0.0,0,近大观园/和谐广场商圈,市中区,,8649040,济南唯爱酒店,"商户经营,实名验证",0531BFfZ3016,https://www.tujia.com/detail/26665710.htm,,0.0,26665710,14:00后入住,1室0厅 1卫0厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.639379,116.988715,大观园/和谐广场商圈欧式大床房,0.0,292,0.0,tujia,0.0,距大观园/和谐广场商圈直线2.6公里
无影山中路41号翡翠郡,济南,4.4,11,近泺口服装城/动物园,天桥区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/331474.htm,221,4.8,331474,14:00后入住,1室0厅 1卫1厨,60㎡,12:00前退房,宜住1人,整套普通公寓,36.693163,116.994015,G动物园&汽车站&北欧混搭风您的理想之居,4.6,197,4.8,tujia,4.5,距泺口服装城/动物园直线1.6公里
堤口路名泉春晓E,济南,0.0,0,近火车站,天桥区,,9960406,常漫公寓(济南堤口路店),"商户经营,实名验证",187BKuH5068,https://www.tujia.com/detail/31461802.htm,,0.0,31461802,14:00后入住,1室0厅 1卫0厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.682651,116.991827,火车站/长途汽车站商圈文艺温馨ins风市景大床房,0.0,201,0.0,tujia,0.0,距火车站直线467米
仲宫镇锦绣川办事处,济南,4.9,9,近南部风景区,历城区,,4532074,梦红儿,"个人房东,实名验证",138BmJy1962,https://www.tujia.com/detail/12054862.htm,54,5.0,12054862,14:00后入住,2室2厅 2卫1厨,200㎡,12:00前退房,宜住4人,整套普通公寓,36.511253,117.15503,九如山金象山红叶谷锦绣川水库精品观景民宿,4.9,500,5.0,tujia,4.9,距南部风景区直线3.8公里
名泉广场,济南,4.6,5,近火车站,天桥区,,58547,济南帕罗国际公寓（点击头像预览更多房源）,"个人房东,实名验证",156EPwM7307,https://www.tujia.com/detail/259447.htm,174,4.6,259447,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.683061,116.992302,🥇💯【已消毒安心住】豪华地中海大床房,4.8,187,4.8,tujia,5.0,距火车站直线515米
海信贤文世家中心3号商务公寓,济南,5.0,12,近高新区/奥体中心,历下区,,6273828,济南途掌柜122920精品民宿,自营民宿,185DeqT8925,https://www.tujia.com/detail/17078034.htm,35,5.0,17078034,14:00后入住,1室0厅 1卫1厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.686319,117.119424,【班禾】高新/万达/会展/投影一居室07,5.0,275,5.0,tujia,5.0,距高新区/奥体中心直线1.2公里
恒大城,济南,5.0,8,近高新区/奥体中心,历城区,,4268587,Miss Wu～,"个人房东,实名验证",136EmNB4555,https://www.tujia.com/detail/10605477.htm,99,5.0,10605477,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.72584737183536,117.14655879386396,暖气房/智能投影/济南东站/自助入住,5.0,288,5.0,tujia,5.0,距高新区/奥体中心直线4公里
顺河西街名士阁小区,济南,4.8,37,近大明湖/泉城广场/趵突泉,天桥区,,184498,路客精品民宿BD1090,商户经营,400DxKc270,https://www.tujia.com/detail/470599.htm,199,4.8,470599,15:00后入住,2室1厅 1卫1厨,106㎡,12:00前退房,宜住4人,整套普通公寓,36.67989267601571,117.01862026356252,【路客】初夏特惠丨美式田园风格大两居室,4.9,1363,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.6公里
堤口路50号(k88名泉广场E1公寓),济南,0.0,0,近火车站,天桥区,,4490830,常漫公寓,"个人房东,实名验证",178DuBj7272,https://www.tujia.com/detail/16370992.htm,28,0.0,16370992,14:00后入住,1室0厅 1卫0厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.68256799914846,116.99200931334238,高清投影/波西米亚木质/落地镜/干湿分离,0.0,269,0.0,tujia,0.0,距火车站直线458米
明湖西路,济南,0.0,0,近火车站,天桥区,,9951159,奈斯精品酒店(济南火车站店),"商户经营,实名验证",137EXdf0402,https://www.tujia.com/detail/34389076.htm,,0.0,34389076,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.675569,117.006671,大明湖/泉城广场商圈黑金主题大床房,0.0,272,0.0,tujia,0.0,距火车站直线1.4公里
龙奥北路8号,济南,4.7,6,近高新区/奥体中心,高新区,,102406,济南云天玉兰民宿公寓 奥体中心店,商户经营,0531-87BGDu00,https://www.tujia.com/detail/464735.htm,110,5.0,464735,12:00后入住,2室2厅 2卫1厨,146㎡,12:00前退房,宜住4人,整套酒店式公寓,36.65964,117.130479,豪华景观套房A,4.9,502,5.0,tujia,4.8,距高新区/奥体中心直线3.6公里
司里街小区北区 ,济南,4.8,65,近大明湖/泉城广场/趵突泉,历下区,,246328,路客精品民宿BE8160,商户经营,400DxKc270,https://www.tujia.com/detail/538311.htm,605,4.8,538311,15:00后入住,2室1厅 1卫1厨,62㎡,12:00前退房,宜住4人,整套普通公寓,36.66770936335894,117.02874824260425,【路客】初夏夜8折丨泉城广场丨宽厚里,4.8,912,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线<100米
南益名泉春晓西区A1号楼,济南,4.7,3,近火车站,天桥区,,5378444,一条老狗,"商户经营,超赞房东",132DebV3262,https://www.tujia.com/detail/14390944.htm,28,5.0,14390944,13:00-23:00,1室1厅 1卫1厨,60㎡,12:00前退房,宜住2人,整套Loft复式,36.68109611998711,116.98673702517424,极简主义loft双层房独立空间楼下商超,4.9,188,5.0,tujia,5.0,距火车站直线528米
小清河北路与水屯路交叉口东北侧恒大滨河左岸公寓,济南,0.0,0,近北园,天桥区,,13281304,济南西诚loft公寓,"商户经营,实名验证",531DrOf9935,https://www.tujia.com/detail/39714424.htm,,0.0,39714424,14:00后入住,1室0厅 1卫0厨,35㎡,12:00前退房,宜住2人,整套普通公寓,36.712515,117.038605,北园商圈loft精品房,0.0,160,0.0,tujia,0.0,距北园直线1.1公里
王舍人街道 工业北路辅路,济南,0.0,0,近高新区/奥体中心,历城区,,6023242,百洋时尚主题公寓,商户经营,133Bemy6056,https://www.tujia.com/detail/20093627.htm,3,0.0,20093627,14:00后入住,1室0厅 1卫0厨,58㎡,12:00前退房,宜住2人,整套普通公寓,36.724882917796016,117.14700499999992,济南东站Enthusiasm大床房,0.0,194,0.0,tujia,0.0,距高新区/奥体中心直线3.9公里
隆悦花园,济南,4.3,3,近山师/山大/洪楼,历城区,,61958,济南梧桐公寓,"个人房东,实名验证",183BpIs3032,https://www.tujia.com/detail/21278244.htm,35,4.7,21278244,14:00后入住,2室1厅 1卫1厨,60㎡,12:00前退房,宜住4人（可加1人）,整套普通公寓,36.68789304294076,117.07040712581785,洪家楼印象城南邻经典两居温馨房,4.8,128,5.0,tujia,5.0,距山师/山大/洪楼直线947米
聚贤新区-北区(七号楼一单元),济南,4.7,19,近大明湖/泉城广场/趵突泉,天桥区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/10419319.htm,180,4.7,10419319,14:00后入住,2室1厅 1卫1厨,75㎡,12:00前退房,宜住4人,整套普通公寓,36.678244,117.015073,【考拉民宿·11】北欧风清新宽敞投影两居,4.8,218,4.9,tujia,4.7,距大明湖/泉城广场/趵突泉直线1.7公里
明湖小区东区四区-15号楼,济南,5.0,7,近大明湖/泉城广场/趵突泉,历下区,,4975209,爱上垚家,"个人房东,超赞房东,实名验证",131BUNN8191,https://www.tujia.com/detail/12914651.htm,141,5.0,12914651,14:00后入住,1室1厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套普通公寓,36.67380021075482,117.03770063672472,【燕子居】—1宽厚里&大明湖&趵突泉&芙,5.0,252,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.1公里
 香港街1号(万象城上),济南,0.0,0,近高新区/奥体中心,历下区,,6244659,万象城悦玺民宿,"商户经营,超赞房东,实名验证",180AuSi6227,https://www.tujia.com/detail/16967553.htm,33,0.0,16967553,14:00后入住,1室0厅 1卫0厨,39㎡,12:00前退房,宜住2人,整套酒店式公寓,36.666161,117.106073,{悦玺}04奥体万象城省博投影精选一居室,0.0,298,0.0,tujia,0.0,距高新区/奥体中心直线3.6公里
小清河北路与水屯路交叉口东北侧恒大滨河左岸公寓,济南,0.0,0,近北园,天桥区,,13281304,济南西诚loft公寓,"商户经营,实名验证",531DrOf9935,https://www.tujia.com/detail/39714445.htm,,0.0,39714445,14:00后入住,1室0厅 1卫0厨,35㎡,12:00前退房,宜住2人,整套普通公寓,36.712515,117.038605,北园商圈精品双床房,0.0,115,0.0,tujia,0.0,距北园直线1.1公里
湖光山色家园,青岛,0.0,0,近大明湖/泉城广场/趵突泉,天桥区,,1067822,青岛南望观海名宿（影视主题）,商户经营,130DWop9395,https://www.tujia.com/detail/20035296.htm,26,0.0,20035296,15:00后入住,3室2厅 2卫1厨,143㎡,12:00前退房,宜住6人,整套普通公寓,36.688163690466666,117.02823574084691,【南望】大明湖旁宽厚里舒适三居室,0.0,1565,0.0,tujia,0.0,距大明湖/泉城广场/趵突泉直线2.3公里
荣盛时代国际,济南,5.0,4,近北园,历城区,,4271324,山东金海岸公寓,商户经营,180DGdL4555,https://www.tujia.com/detail/11235197.htm,197,5.0,11235197,14:00后入住,1室1厅 1卫1厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.708817,117.06829,高级商务大床套房,5.0,168,5.0,tujia,5.0,距北园直线1.9公里
 官扎营后街2号(官扎营南区),济南,5.0,8,近火车站,天桥区,,5113046,偶遇夏雨荷,"个人房东,超赞房东,实名验证",131CCOl1235,https://www.tujia.com/detail/13693352.htm,106,4.9,13693352,14:00后入住,2室1厅 1卫1厨,70㎡,12:00前退房,宜住4人（可加1人）,整套普通公寓,36.67961808160879,116.99904655063035,火车站【空调+暖气】长租优惠,4.9,218,5.0,tujia,4.9,距火车站直线671米
工业北路,济南,0.0,0,近高新区/奥体中心,历城区,,9957354,济南千鸿精致公寓,"商户经营,实名验证",185BkOE2995,https://www.tujia.com/detail/31430610.htm,,0.0,31430610,14:00后入住,1室0厅 0卫0厨,55㎡,12:00前退房,宜住4人,整套普通公寓,36.725585,117.141051,高新区/奥体中心豪华家庭房,0.0,275,0.0,tujia,0.0,距高新区/奥体中心直线3.8公里
段店镇 顺安路,济南,5.0,3,近西客站,槐荫区,,6621021,丁申峰,"个人房东,实名验证",132ByFJ3667,https://www.tujia.com/detail/19788098.htm,10,5.0,19788098,12:00后入住,1室1厅 1卫1厨,62㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.67084827697942,116.89560006169883,紧邻西客站,5.0,158,5.0,tujia,5.0,距西客站直线518米
名泉春晓88号名泉春晓公寓,济南,4.7,6,近火车站,天桥区,,34609,名泉假日公寓,"个人房东,实名验证",135DMdV5102,https://www.tujia.com/detail/1035229.htm,234,5.0,1035229,14:00后入住,1室0厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套普通公寓,36.682095,116.99214,名泉春晓公寓清新绿幽居主题房（可月租）,4.9,168,5.0,tujia,5.0,距火车站直线407米
荣盛时代国际,济南,4.2,5,近北园,历城区,,5469080,都市驿家·时尚公寓,"个人房东,实名验证",132BaLW0959,https://www.tujia.com/detail/14788145.htm,114,4.2,14788145,14:00后入住,1室0厅 1卫0厨,42㎡,12:00前退房,宜住2人,整套酒店式公寓,36.70847655108333,117.0670033624602,北园全福荣盛时代·简欧豪华大床房可做饭,4.2,151,4.2,tujia,4.2,距北园直线1.8公里
47号诚基中心B8诚基中心公寓,济南,4.7,11,近山师/山大/洪楼,历下区,,97623,泉城广场芙蓉街服装设计师的家,"个人房东,实名验证",183DRqt7673,https://www.tujia.com/detail/296518.htm,488,4.6,296518,14:00后入住,2室1厅 1卫1厨,110㎡,12:00前退房,宜住4人,整套Loft复式,36.66776,117.054971,千佛山户外丛林两居室&带你拥抱大自然,4.7,288,4.8,tujia,4.6,距山师/山大/洪楼直线1.7公里
中铁奥体26方,济南,5.0,3,近高新区/奥体中心,高新区,,6073642,惬意时光公寓,"商户经营,超赞房东",156BSpC8869,https://www.tujia.com/detail/16964963.htm,10,5.0,16964963,13:00后入住,1室0厅 1卫0厨,26㎡,12:00前退房,宜住2人,整套酒店式公寓,36.66178791352846,117.16438299999993,奥体简约风格温馨一居公寓,5.0,199,5.0,tujia,5.0,距高新区/奥体中心直线4.6公里
 腊山河东路(梦世界华园),济南,4.9,14,近西客站,槐荫区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/10953475.htm,72,5.0,10953475,14:00后入住,2室1厅 1卫1厨,90㎡,12:00前退房,宜住4人,整套普通公寓,36.668159,116.915976,考拉民宿·十三大两居全套智能家居临近宜家,5.0,318,5.0,tujia,4.9,距西客站直线1.5公里
南益名泉春晓,济南,4.3,9,近火车站,天桥区,,34609,名泉假日公寓,"个人房东,实名验证",135DMdV5102,https://www.tujia.com/detail/133123.htm,121,4.4,133123,14:00后入住,1室1厅 1卫1厨,76㎡,12:00前退房,宜住2人,整套Loft复式,36.68094,116.986957,名泉假日温馨公寓,4.6,168,4.8,tujia,4.7,距火车站直线502米
华福维嘉公寓,济南,5.0,3,近北园,历城区,,6025363,奈斯·福,"个人房东,超赞房东,实名验证",176EhtA3507,https://www.tujia.com/detail/17041263.htm,84,5.0,17041263,14:00-24:00,1室0厅 1卫0厨,55㎡,12:00前退房,宜住2人,整套普通公寓,36.704215,117.062571,休闲大空间|舒适大床房|北全福邻荣盛奈斯,5.0,228,5.0,tujia,5.0,距北园直线1.8公里
明湖北路 湖畔苑,济南,4.9,44,近大明湖/泉城广场/趵突泉,天桥区,,2499863,路客精品民宿BE2890,商户经营,400DxKc270,https://www.tujia.com/detail/5865015.htm,337,4.9,5865015,15:00后入住,4室1厅 1卫1厨,170㎡,12:00前退房,宜住8人,整套普通公寓,36.68497711201967,117.03461432889543,【路客】限时长租丨暖气房丨时尚杂志编辑者,4.9,1623,4.9,tujia,4.9,距大明湖/泉城广场/趵突泉直线2公里
恒大名都,济南,5.0,8,,历城区,,4180702,百合ly,"个人房东,实名验证",132EEsL9033,https://www.tujia.com/detail/10409365.htm,71,5.0,10409365,14:00后入住,2室2厅 1卫1厨,100㎡,12:00前退房,宜住3人,整套普通公寓,36.68387266140493,117.2292014053418,历城区欧式大两居,5.0,357,5.0,tujia,5.0,
泉城路26号世茂国际广场E座,济南,4.8,207,近大明湖/泉城广场/趵突泉,历下区,,9218,济南琨庭国际公寓（泉城芙蓉街店）,"商户经营,超赞房东",0531CBol5399,https://www.tujia.com/detail/38095.htm,607,4.8,38095,14:00后入住,1室1厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.671505,117.03846,济南琨庭养生大床房,4.8,219,4.8,tujia,4.7,距大明湖/泉城广场/趵突泉直线999米
天泰山大e号(山大路197号天泰山大e号),济南,4.6,11,近山师/山大/洪楼,历下区,,4043866,美斯特精品民宿,"个人房东,超赞房东,实名验证",189EYlB0225,https://www.tujia.com/detail/9946721.htm,232,4.9,9946721,14:00后入住,1室1厅 1卫0厨,42㎡,12:00前退房,宜住4人,整套普通公寓,36.66277108845346,117.0621075974308,泉城广场&趵突泉&宽厚里简约网红主题,4.8,287,4.9,tujia,4.9,距山师/山大/洪楼直线2公里
良秀路(领秀城贵和金街鲁能美丽汇),济南,5.0,10,近英雄山/千佛山/舜耕会展中心,市中区,,3918027,深藍（点击头像查看更多房源）,"个人房东,超赞房东,实名验证",138DVjY6789,https://www.tujia.com/detail/10574859.htm,247,5.0,10574859,14:00后入住,1室0厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.60002986985083,117.01208092357544,【暮眠】轻奢ins风超大投影夜景公寓,5.0,259,5.0,tujia,5.0,距英雄山/千佛山/舜耕会展中心直线4.9公里
华福维嘉公寓,济南,0.0,0,近北园,历城区,,6339635,山东希尔公寓市景大床房,商户经营,199BWoX9555,https://www.tujia.com/detail/17452359.htm,40,0.0,17452359,14:00后入住,1室0厅 1卫0厨,40㎡,12:00前退房,宜住2人（可加1人）,整套普通公寓,36.703658,117.062472,豪华市景大床房,0.0,128,0.0,tujia,0.0,距北园直线1.9公里
聚贤新区南区2号楼,济南,5.0,1,近大明湖/泉城广场/趵突泉,天桥区,,2148442,考拉民宿,"个人房东,超赞房东,实名验证",132AIOn4555,https://www.tujia.com/detail/19465475.htm,22,5.0,19465475,14:00后入住,2室1厅 1卫1厨,65㎡,12:00前退房,宜住1人（可加1人）,整套普通公寓,36.67640106980811,117.01446907119102,考拉十六空调免费近大明湖ins风清新两居,5.0,201,5.0,tujia,5.0,距大明湖/泉城广场/趵突泉直线1.6公里
华福维嘉公寓,济南,5.0,1,近山师/山大/洪楼,历城区,,6616842,美悦坊主题公寓,"个人房东,实名验证",158BZDb8007,https://www.tujia.com/detail/18873422.htm,15,5.0,18873422,13:00后入住,1室0厅 1卫0厨,36㎡,12:00前退房,宜住2人,整套普通公寓,36.685699462890625,117.0719985961914,【美悦坊主题公寓】欧式时尚大床房,5.0,168,5.0,tujia,5.0,距山师/山大/洪楼直线802米
广厦聚隆广场(洪楼南路1号),济南,4.8,6,近山师/山大/洪楼,历城区,,208110,家有四季民宿,"个人房东,超赞房东,实名验证",156ApOB9844,https://www.tujia.com/detail/10018548.htm,157,4.3,10018548,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.688836037799724,117.06968929593504,山大印象城聚隆广场洪楼教堂大明湖经典美宿,4.7,158,4.8,tujia,4.8,距山师/山大/洪楼直线1公里
 刘长山路20号(阳光新路与卧龙路交汇处欧亚大观乐活城),济南,5.0,2,近大观园/和谐广场商圈,市中区,,5606770,万家,"个人房东,实名验证",150CyHF6405,https://www.tujia.com/detail/14884563.htm,20,5.0,14884563,13:00后入住,1室1厅 1卫0厨,89㎡,12:00前退房,宜住2人（可加1人）,整套Loft复式,36.63915877682847,116.98876095254111,幸福主题公寓,5.0,258,5.0,tujia,5.0,距大观园/和谐广场商圈直线2.6公里
济南市长清区经十西路港基大厦A座斯维登度假公寓,济南,5.0,2,近长清大学城,长清区,,4571750,济南斯维登度假公寓（经十西路）,斯维登,155Etbm2819,https://www.tujia.com/detail/11735403.htm,67,5.0,11735403,12:00后入住,1室1厅 1卫1厨,40㎡,14:00前退房,宜住2人,整套普通公寓,36.565115,116.763669,济南斯维登经十西路舒适度假大床房,5.0,192,5.0,tujia,5.0,距长清大学城直线4.9公里
明湖西路,济南,0.0,0,近火车站,天桥区,,9951159,奈斯精品酒店(济南火车站店),"商户经营,实名验证",137EXdf0402,https://www.tujia.com/detail/34389104.htm,,0.0,34389104,14:00后入住,1室0厅 1卫0厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.675569,117.006671,大明湖/泉城广场商圈精选日式简约大床房,0.0,343,0.0,tujia,0.0,距火车站直线1.4公里
彩虹大酒店(少年路)(彩虹大酒店东与鸿来小院间通道进入),济南,4.5,32,近大明湖/泉城广场/趵突泉,天桥区,,182220,倾心主题设计师的家,"个人房东,超赞房东,实名验证",155AIxx4499,https://www.tujia.com/detail/480722.htm,357,4.6,480722,14:00后入住,3室2厅 1卫1厨,140㎡,12:00前退房,宜住7人,整套普通公寓,36.678807658543136,117.0180007968909,出门遇见大明湖 趵突泉石榴园林大三居,4.7,569,4.9,tujia,4.6,距大明湖/泉城广场/趵突泉直线1.5公里
万达广场Y3公寓,济南,4.8,18,近高新区/奥体中心,高新区,,4925607,高新万达会展中心易成国际民宿,"个人房东,实名验证",158CqrZ7913,https://www.tujia.com/detail/12806886.htm,47,4.8,12806886,14:00后入住,1室0厅 1卫1厨,40㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.69238110882012,117.1359393272959,大床房(限时抢购),4.8,228,4.8,tujia,4.9,距高新区/奥体中心直线511米
 东关大街71号(长盛北区),济南,4.8,25,近山师/山大/洪楼,历下区,,1860105,大自然的美容师,"个人房东,超赞房东,实名验证",155CUrZ3173,https://www.tujia.com/detail/11335479.htm,226,4.8,11335479,15:00后入住,1室0厅 1卫1厨,40㎡,12:00前退房,宜住2人,整套普通公寓,36.68331552755834,117.04911809975654,🏆【安心住】钰见大明湖摩洛哥式风民宿,4.8,198,4.9,tujia,4.8,距山师/山大/洪楼直线1.6公里
中国银行ATM(工业南路支行)(未来城),济南,4.5,4,近高新区/奥体中心,历下区,,1850879,【小贝喔】美宿,"个人房东,超赞房东,实名验证",185Alev7826,https://www.tujia.com/detail/9844283.htm,32,4.3,9844283,14:00后入住,1室0厅 1卫0厨,65㎡,12:00前退房,宜住2人,整套酒店式公寓,36.69421983136353,117.14062999999985,【小贝喔】11万达国际会展奥体欧式大床房,4.7,175,5.0,tujia,5.0,距高新区/奥体中心直线953米
北园青年居易小区,济南,4.0,34,近泺口服装城/动物园,天桥区,,21321,济南杰特公寓,"个人房东,实名验证",137DtLE1038,https://www.tujia.com/detail/78876.htm,702,4.0,78876,14:00后入住,1室0厅 1卫1厨,23㎡,12:00前退房,宜住2人,整套酒店式公寓,36.692645,117.00826,【已消毒】济南杰特公寓普通大床房,4.1,108,4.1,tujia,4.1,距泺口服装城/动物园直线2公里
港基大厦,济南,5.0,6,近长清大学城,长清区,,5353615,天驿民宿（经十西路店）,"个人房东,超赞房东,实名验证",155AhqX8739,https://www.tujia.com/detail/14125546.htm,86,5.0,14125546,12:00后入住,1室0厅 1卫1厨,53㎡,12:00前退房,宜住2人（可加1人）,整套酒店式公寓,36.565002575478395,116.76390610033853,天驿民宿（品质厨房~品质生活）,5.0,117,5.0,tujia,5.0,距长清大学城直线4.9公里
和信大厦,济南,0.0,0,近火车站,天桥区,,9971494,济南橙果公寓,"商户经营,实名验证",138AUky1171,https://www.tujia.com/detail/31478749.htm,,0.0,31478749,14:00后入住,1室0厅 1卫0厨,45㎡,12:00前退房,宜住2人,整套普通公寓,36.675589,117.006706,大明湖/泉城广场商圈粉色系列影院网红房,0.0,496,0.0,tujia,0.0,距火车站直线1.4公里
明湖北路湖畔苑小区,济南,4.8,82,近大明湖/泉城广场/趵突泉,天桥区,,184525,路客精品民宿BD1840,商户经营,400DxKc270,https://www.tujia.com/detail/470495.htm,920,4.7,470495,15:00后入住,2室1厅 1卫1厨,90㎡,12:00前退房,宜住4人,整套普通公寓,36.68514832850068,117.03062994719892,【路客】初夏特惠丨宽厚里芙蓉街丨趵突泉,4.8,701,4.8,tujia,4.8,距大明湖/泉城广场/趵突泉直线2公里
南益名泉春晓,济南,4.6,36,近火车站,天桥区,,58547,济南帕罗国际公寓（点击头像预览更多房源）,"个人房东,实名验证",156EPwM7307,https://www.tujia.com/detail/183212.htm,523,4.6,183212,14:00后入住,1室0厅 1卫1厨,50㎡,12:00前退房,宜住2人,整套酒店式公寓,36.682955,116.992374,🥇💯【安心住】爆款浪漫欧式带吊椅房,4.6,178,4.7,tujia,4.6,距火车站直线504米
 明湖西路北刘新 ,济南,4.4,92,近火车站,天桥区,,184449,路客精品民宿BC8410,商户经营,400DxKc270,https://www.tujia.com/detail/470488.htm,869,4.5,470488,15:00后入住,2室0厅 1卫0厨,60㎡,12:00前退房,宜住4人,整套普通公寓,36.677801727290266,117.00883812081268,【路客】初夏特惠丨趵突泉,4.6,583,4.7,tujia,4.7,距火车站直线1.5公里
长春观街与剪子巷交叉口(市中区泺源街道回民小区),济南,5.0,28,近大明湖/泉城广场/趵突泉,市中区,,182220,倾心主题设计师的家,"个人房东,超赞房东,实名验证",155AIxx4499,https://www.tujia.com/detail/6504297.htm,335,4.9,6504297,14:00后入住,3室2厅 1卫1厨,128㎡,12:00前退房,宜住6人（可加1人）,整套普通公寓,36.66782268226192,117.02081249313714,临泉.逸居：趵突泉大明湖芙蓉街泉城广场,4.9,799,5.0,tujia,4.8,距大明湖/泉城广场/趵突泉直线671米
万象城(万象城上),济南,0.0,0,近高新区/奥体中心,历下区,,6244659,万象城悦玺民宿,"商户经营,超赞房东,实名验证",180AuSi6227,https://www.tujia.com/detail/19793334.htm,36,0.0,19793334,14:00后入住,1室1厅 1卫0厨,60㎡,12:00前退房,宜住2人,整套酒店式公寓,36.666104,117.10598,【悦玺•LOFT一居】08奥体万象城,0.0,358,0.0,tujia,0.0,距高新区/奥体中心直线3.6公里
世通·新生活家园-南区南门112号楼,威海,4.5,8,近高新区/奥体中心,高新区,,2413749,鱼小妖,"个人房东,超赞房东,实名验证",139DKuQ1555,https://www.tujia.com/detail/6671156.htm,231,4.5,6671156,14:00后入住,2室2厅 2卫1厨,100㎡,12:00前退房,宜住4人,整套Loft复式,36.69452371871841,117.1279070053423,凸素-济南高新万达会展Loft品质公寓,4.8,385,5.0,tujia,5.0,距高新区/奥体中心直线320米
明湖西路,济南,5.0,43,近火车站,天桥区,,85363,明湖雅舍,"个人房东,超赞房东,实名验证",133Crvi0208,https://www.tujia.com/detail/335141.htm,481,4.9,335141,12:00-24:00,2室1厅 1卫1厨,80㎡,12:00前退房,宜住4人,整套普通公寓,36.680231,117.012092,新中式茶室风&大明湖畔的静谧,4.9,317,4.9,tujia,4.9,距火车站直线1.8公里
齐州路绿地中央广场一区,济南,4.5,49,近西客站,槐荫区,,184281,路客精品民宿BC1220,商户经营,400DxKc270,https://www.tujia.com/detail/470152.htm,544,4.7,470152,15:00后入住,2室1厅 1卫1厨,95㎡,12:00前退房,宜住4人,整套普通公寓,36.67096121270853,116.90263965374267,【路客】初夏夜8折丨西客站超赞两居丨方特,4.7,754,4.7,tujia,4.8,距西客站直线360米
